,link,regularPrice,promoPrice,availability,categories,rate,numberOfReviews,gender
190,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Under-Twenty-Anti-Acne-pianka-do-mycia-twarzy-o-dzialaniu-antybakteryjnym-150-ml,357296,8690","19,99 zł","12,99 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
191,"https://www.rossmann.pl/Produkt/Peelingi-do-twarzy/Under-Twenty-Anti-Acne-enzymatyczny-peeling-antybakteryjny-papaina-biala-glinka-zielone-mango-,358495,8695","19,99 zł","13,99 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Peelingi do twarzy,None,None,None
192,"https://www.rossmann.pl/Produkt/Toniki-do-twarzy/Under-Twenty-Anti-Acne-matujacy-tonik-antybakteryjny-przeciw-zaskornikom-200-ml,357295,8692","15,49 zł","9,99 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Toniki do twarzy,None,None,None
193,"https://www.rossmann.pl/Produkt/Toniki-do-twarzy/Under-Twenty-Anti-Acne-prebiotyczny-tonik-w-mgielce-cera-wrazliwa-z-niedoskonalosciami-200-ml,344086,8692","17,49 zł","10,99 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Toniki do twarzy,None,None,None
194,"https://www.rossmann.pl/Produkt/Peelingi-do-twarzy/Under-Twenty-Anti-Acne-peeling-maska-do-twarzy-2w1-130-ml,378926,8695","19,99 zł","12,99 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Peelingi do twarzy,None,None,None
195,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Under-Twenty-pasta-myjaca-do-kaprysnej-cery-zielona-glinka-150-ml,344101,8690","17,99 zł","11,49 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
196,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Under-Twenty-wysoko-skoncentrowany-punktowy-krem-redukujacy-niedoskonalosci-15-ml,390158,9223","17,49 zł","10,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
197,"https://www.rossmann.pl/Produkt/Kremy-bb-i-cc/Under-Twenty-Anti-Acne-krem-BB-matujacy-o-dzialaniu-antybakteryjnym-nr-01-Jasny-60-ml,121841,8551","17,99 zł","11,49 zł",DOSTĘPNY ONLINE,Makijaż/Twarz/Kremy bb i cc,None,None,None
198,"https://www.rossmann.pl/Produkt/Kremy-bb-i-cc/Under-Twenty-Anti-Acne-krem-BB-matujacy-o-dzialaniu-antybakteryjnym-nr-02-Naturalny-60-ml,178299,8551","17,99 zł","11,49 zł",DOSTĘPNY ONLINE,Makijaż/Twarz/Kremy bb i cc,None,None,None
199,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Ziaja-Jeju-biale-mydlo-do-twarzy-przeciw-sebum-75-ml,357713,8690","8,49 zł","5,99 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
